"lang"
{
    "Language"    "Russian"
"DOTA_Tooltip_ability_snapfire_firesnap_cookie_custom_Lore"			"Благодаря секретному рецепту, сочетающему умелую выпечку Беатриши с её любовью к чёрному пороху, эти боевые крекеры невероятно бодрят."
"DOTA_Tooltip_ability_snapfire_firesnap_cookie_custom_jump_horizontal_distance"	"ДАЛЬНОСТЬ ПРЫЖКА:"
"DOTA_Tooltip_ability_snapfire_firesnap_cookie_custom_impact_radius"	"РАДИУС ПРИЗЕМЛЕНИЯ:"
"DOTA_Tooltip_ability_snapfire_firesnap_cookie_custom_impact_damage"	"УРОН ОТ ПРИЗЕМЛЕНИЯ:"
"DOTA_Tooltip_ability_snapfire_firesnap_cookie_custom_impact_stun_duration"	"ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"




"font_disc_modifier_snapfire_cookie_1" "19"
"upgrade_disc_modifier_snapfire_cookie_1_1" "Перед нанесением урона, Firesnap Cookie увеличивает весь входящий урон по противникам на <b><font color='#53ea48'>4%</font></b> на 6 секунд"
"upgrade_disc_modifier_snapfire_cookie_1_2" "Перед нанесением урона, Firesnap Cookie увеличивает весь входящий урон по противникам на <b><font color='#53ea48'>6%</font></b> на 6 секунд"
"upgrade_disc_modifier_snapfire_cookie_1_3" "Перед нанесением урона, Firesnap Cookie увеличивает весь входящий урон по противникам на <b><font color='#53ea48'>8%</font></b> на 6 секунд"

"talent_disc_modifier_snapfire_cookie_1_0" "Перед нанесением урона, Firesnap Cookie увеличивает весь входящий урон по противникам на <b><font color='#297016'>4%</font></b>/<b><font color='#297016'>6%</font></b>/<b><font color='#297016'>8%</font></b> на 6 секунд"
"talent_disc_modifier_snapfire_cookie_1_1" "Перед нанесением урона, Firesnap Cookie увеличивает весь входящий урон по противникам на <b><font color='#53ea48'>4%</font></b>/<b><font color='#297016'>6%</font></b>/<b><font color='#297016'>8%</font></b> на 6 секунд"
"talent_disc_modifier_snapfire_cookie_1_2" "Перед нанесением урона, Firesnap Cookie увеличивает весь входящий урон по противникам на <b><font color='#297016'>4%</font></b>/<b><font color='#53ea48'>6%</font></b>/<b><font color='#297016'>8%</font></b> на 6 секунд"
"talent_disc_modifier_snapfire_cookie_1_3" "Перед нанесением урона, Firesnap Cookie увеличивает весь входящий урон по противникам на <b><font color='#297016'>4%</font></b>/<b><font color='#297016'>6%</font></b>/<b><font color='#53ea48'>8%</font></b> на 6 секунд"


"DOTA_tooltip_modifier_snapfire_firesnap_cookie_custom_damage" "Firesnap Cookie"
"DOTA_Tooltip_modifier_snapfire_firesnap_cookie_custom_damage_description" "Входящий урон увеличен на <b><font color='#ff0000'>%dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%</font></b>"



"font_disc_modifier_snapfire_cookie_2" "20"
"upgrade_disc_modifier_snapfire_cookie_2_1" "После применения Firesnap Cookie ваша скорость атаки повышается на <b><font color='#53ea48'>40</font></b>, а скорость передвижения на <b><font color='#53ea48'>10%</font></b> на 4 секунды"
"upgrade_disc_modifier_snapfire_cookie_2_2" "После применения Firesnap Cookie ваша скорость атаки повышается на <b><font color='#53ea48'>60</font></b>, а скорость передвижения на <b><font color='#53ea48'>15%</font></b> на 4 секунды"
"upgrade_disc_modifier_snapfire_cookie_2_3" "После применения Firesnap Cookie ваша скорость атаки повышается на <b><font color='#53ea48'>80</font></b>, а скорость передвижения на <b><font color='#53ea48'>20%</font></b> на 4 секунды"

"talent_disc_modifier_snapfire_cookie_2_0" "После применения Firesnap Cookie ваша скорость атаки повышается на <b><font color='#297016'>40</font></b>/<b><font color='#297016'>60</font></b>/<b><font color='#297016'>80</font></b>, а скорость передвижения на <b><font color='#297016'>10%</font></b>/<b><font color='#297016'>15%</font></b>/<b><font color='#297016'>20%</font></b> на 4 секунды"
"talent_disc_modifier_snapfire_cookie_2_1" "После применения Firesnap Cookie ваша скорость атаки повышается на <b><font color='#53ea48'>40</font></b>/<b><font color='#297016'>60</font></b>/<b><font color='#297016'>80</font></b>, а скорость передвижения на <b><font color='#53ea48'>10%</font></b>/<b><font color='#297016'>15%</font></b>/<b><font color='#297016'>20%</font></b> на 4 секунды"
"talent_disc_modifier_snapfire_cookie_2_2" "После применения Firesnap Cookie ваша скорость атаки повышается на <b><font color='#297016'>40</font></b>/<b><font color='#53ea48'>60</font></b>/<b><font color='#297016'>80</font></b>, а скорость передвижения на <b><font color='#297016'>10%</font></b>/<b><font color='#53ea48'>15%</font></b>/<b><font color='#297016'>20%</font></b> на 4 секунды"
"talent_disc_modifier_snapfire_cookie_2_3" "После применения Firesnap Cookie ваша скорость атаки повышается на <b><font color='#297016'>40</font></b>/<b><font color='#297016'>60</font></b>/<b><font color='#53ea48'>80</font></b>, а скорость передвижения на <b><font color='#297016'>10%</font></b>/<b><font color='#297016'>15%</font></b>/<b><font color='#53ea48'>20%</font></b> на 4 секунды"


"DOTA_Tooltip_modifier_snapfire_firesnap_cookie_custom_speed"				"Firesnap Cookie"
"DOTA_Tooltip_modifier_snapfire_firesnap_cookie_custom_speed_Description"	"Скорость атаки увеличена на <b><font color='#53ea48'>%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%</font></b>, скорость передвижения увеличена на <b><font color='#53ea48'>%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%</font></b>"


"font_disc_modifier_snapfire_cookie_3" "19"
"upgrade_disc_modifier_snapfire_cookie_3_1" "Firesnap Cookie восстанавливает вам <b><font color='#53ea48'>100</font></b> здоровья и дополнительно столько же за 4 секунды"
"upgrade_disc_modifier_snapfire_cookie_3_2" "Firesnap Cookie восстанавливает вам <b><font color='#53ea48'>150</font></b> здоровья и дополнительно столько же за 4 секунды"
"upgrade_disc_modifier_snapfire_cookie_3_3" "Firesnap Cookie восстанавливает вам <b><font color='#53ea48'>200</font></b> здоровья и дополнительно столько же за 4 секунды"

"talent_disc_modifier_snapfire_cookie_3_0" "Firesnap Cookie восстанавливает вам <b><font color='#297016'>100</font></b>/<b><font color='#297016'>150</font></b>/<b><font color='#297016'>200</font></b> здоровья и дополнительно столько же за 4 секунды"
"talent_disc_modifier_snapfire_cookie_3_1" "Firesnap Cookie восстанавливает вам <b><font color='#53ea48'>100</font></b>/<b><font color='#297016'>150</font></b>/<b><font color='#297016'>200</font></b> здоровья и дополнительно столько же за 4 секунды"
"talent_disc_modifier_snapfire_cookie_3_2" "Firesnap Cookie восстанавливает вам <b><font color='#297016'>100</font></b>/<b><font color='#53ea48'>150</font></b>/<b><font color='#297016'>200</font></b> здоровья и дополнительно столько же за 4 секунды"
"talent_disc_modifier_snapfire_cookie_3_3" "Firesnap Cookie восстанавливает вам <b><font color='#297016'>100</font></b>/<b><font color='#297016'>150</font></b>/<b><font color='#53ea48'>200</font></b> здоровья и дополнительно столько же за 4 секунды"



"DOTA_Tooltip_modifier_snapfire_firesnap_cookie_custom_heal"				"Firesnap Cookie"
"DOTA_Tooltip_modifier_snapfire_firesnap_cookie_custom_heal_Description"	"Восстанавливает <b><font color='#53ea48'>%dMODIFIER_PROPERTY_HEALTH_REGEN_CONSTANT%</font></b> здоровья в секунду"


"font_disc_modifier_snapfire_cookie_4" "18"
"upgrade_disc_modifier_snapfire_cookie_4_1" "После использования Firesnap Cookie вы разбрасываете 3 бомбы вокруг себя, которые взорвутся через 3 секунды<br><br>Взрывы наносят магический урон в размере <b><font color='#53ea48'>5%</font></b> от макс. здоровья целей и сильно замедляют на 1.5 сек"
"upgrade_disc_modifier_snapfire_cookie_4_2" "После использования Firesnap Cookie вы разбрасываете 3 бомбы вокруг себя, которые взорвутся через 3 секунды<br><br>Взрывы наносят магический урон в размере <b><font color='#53ea48'>8%</font></b> от макс. здоровья целей и сильно замедляют на 1.5 сек"

"talent_disc_modifier_snapfire_cookie_4_0" "После использования Firesnap Cookie вы разбрасываете 3 бомбы вокруг себя, которые взорвутся через 3 секунды<br><br>Взрывы наносят магический урон в размере <b><font color='#297016'>5%</font></b>/<b><font color='#297016'>8%</font></b> от макс. здоровья целей и сильно замедляют на 1.5 сек"
"talent_disc_modifier_snapfire_cookie_4_1" "После использования Firesnap Cookie вы разбрасываете 3 бомбы вокруг себя, которые взорвутся через 3 секунды<br><br>Взрывы наносят магический урон в размере <b><font color='#53ea48'>5%</font></b>/<b><font color='#297016'>8%</font></b> от макс. здоровья целей и сильно замедляют на 1.5 сек"
